7/28/2022 "Resolution approving final certified survey maps." infrastructure
7/28/2022 "Resolution to approve the May 24, 2022 meeting minutes" "foreign policy"
7/28/2022 "Communication from FPC Investigator related to data and trends for FPC citizen complaints" law
7/28/2022 "Communication from the Office of Equity and Inclusion relative to a racial equity audit of all city departments." infrastructure
7/28/2022 "Communication from the Department of Employee Relations amending the Salary Ordinance to provide the snow and ice control footnote to the title of Operations Personnel Officer within the Department of Public Works." economy
7/28/2022 "Communication from the Department of Employee Relations amending the Salary Ordinance relative to recruitment rates of pay, recruitment flexibility, or assignment rates for various titles in various departments." economy
7/27/2022 "Communication for approval of the minutes from the regular meeting held on July 12, 2022." government
7/27/2022 "Communication from the Mayor's office for an extension of Temporary Appointment for Molly King, Fiscal Policy Manager, retroactive to July 18, 2022 and ending on October 15, 2022." welfare
7/28/2022 "Communication from John Hohenfeldt to appeal the decision for rejecting his application in selection process for the position of Purchasing Agent-Senior, DOA- Purchasing Division." government
6/21/2022 "Communication for the approval of the probationary report(s) as submitted." government
7/28/2022 "Communication for the approval of the classification report(s) as submitted." government
7/28/2022 "Communication from staff relating to the new Historic Preservation and Conservation Easement for the Ernst Arndt Store in the N. Third Street National Register Historic District, at 1937 - 1939 N. Martin L King Drive." economy
7/25/2022 "Resolution conditionally approving a final certified survey map." government
7/28/2022 "Resolution conditionally approving a final certified survey map." government
7/19/2022 "Resolution to approve the Police Officer Eligibility List" law
7/18/2022 "Communication from the City Clerk relating to various commendatory/condolatory resolutions to be acknowledged and affirmed by the Common Council." government
7/12/2022 "Resolution authorizing the acceptance of donations for the Alert Neighbor and MKE Community Excellence programs and adding these programs to the Give MKE online contribution platform." welfare
7/12/2022 "Communication from the Employes' Retirement System amending the Positions Ordinance to add one position of Disability Specialist Lead." welfare
7/12/2022 "Communication from the FPC Executive Director on department operations" government
7/21/2022 "Communication from the Department of Administration - Budget and Management Division amending the 2022 Positions Ordinance to add American Rescue Plan Act (ARPA) funded positions in various departments." welfare
7/21/2022 "Resolution to approve the appointment to the Forensic Processor Supervisor position" law
7/21/2022 "Resolution to approve the appointment to the Police District Administrative Assistant position" law
7/21/2022 "Resolution relating to a Certificate of Appropriateness for the selective replacement of trim, repair of window sills and repair of dog eared shingles, at 807 N. 23rd St., the Peter and Ida Frattinger House, an individually designated historic property, for Oracle Holdings LLC-Pedro Rivera." welfare
7/21/2022 "Resolution to approve the promotion without examination to the Administrative Assistant IV position" economy
7/21/2022 "Resolution to approve the reappointment request of former police officer" law
7/21/2022 "Resolution to approve the appointments to the Police Records Specialist I position (3)" law
7/28/2022 "Resolution to approve the appointments on a contingency basis to the 911 Telecommunicator position (18)" law
7/28/2022 "Resolution to approve the promotion without examination to the Police Facilities Assistant Manager position" law
7/14/2022 "Resolution to approve the appointment to the Accounting Assistant II position" economy
7/28/2022 "Resolution to approve the appointments to the 911 Telecommunicator position (18)" law
7/28/2022 "Resolution to approve the appointment to the Communications Facilities Coordinator position" government
7/12/2022 "Resolution to approve the promotion to the Telecommunications Supervisor position" government
7/14/2022 "Resolution to approve the promotion to the Staff Assistant, Sr. position" "foreign policy"
7/12/2022 "Resolution to approve the re-exemption request for the Staff Assistant, Sr. position" economy
7/19/2022 "Resolution to approve the Probation Extension request for 911 Dispatcher" welfare
7/19/2022 "Resolution to approve the appointments on a contingency basis to the Emergency Communications Human Resources Assistant position (2)" economy
7/15/2022 "Resolution to approve the appointment to the Emergency Communications Human Resources Assistant position" economy
7/15/2022 "Resolution to approve the appointment to the Emergency Communications Administrative Support Specialist position" economy
7/15/2022 "Resolution to approve the appointment to the Carpenter position" economy
7/15/2022 "Resolution to approve the contingency appointments to the Fire Cadet position (22)" law
7/14/2022 "Resolution to approve the appointments on a contingency basis to the 911 Telecommunicator position (2)" law
7/14/2022 "Resolution to approve the appointments to the Fire Cadet position (24)" law
7/14/2022 "Resolution to approve the appointments to the 911 Telecommunicator position (4)" law
7/14/2022 "Resolution to approve the appointments on a contingency basis to the Firefighter position (28)" economy
7/14/2022 "Resolution to approve the appointments to the Firefighter position (44)" law
7/14/2022 "Resolution to approve the promotion to the Fire Lieutenant position" economy
7/14/2022 "Resolution to approve the promotion to the Emergency Medical Services Instructor Coordinator position" welfare
7/14/2022 "Resolution to approve the appointment to the Emergency Communications Finance Assistant position" economy
7/14/2022 "Resolution to amend MPD Standard Operating Procedure 660-Vehicle Pursuits and Emergency Vehicle Operations" infrastructure
7/14/2022 "Resolution to amend MPD Standard Operating Procedure 610-Towing of Vehicles, and MPD Standard Operating Instruction-Evidence Vehicle Processing" infrastructure
7/14/2022 "Resolution to amend the MPD Standard Operating Procedure 120-Operating While Intoxicated (OWI)" welfare
7/14/2022 "Resolution to approve the request and report to reclassify the Emergency Communications Human Resources Assistant to the Emergency Communications Human Resources Analyst-Senior" law
7/14/2022 "Resolution to approve the Building Maintenance Supervisor II Job Announcement Bulletin" economy
7/14/2022 "Resolution to approve the request to rescind the appointment to the 911 Telecommunicator position" law
7/14/2022 "Resolution to approve the July 7, 2022 meeting minutes" "foreign policy"
7/15/2022 "Resolution relating to a Certificate of Appropriateness for the selective repointing of the masonry and the replacing of a lintel at the overhead door on the maintenance building at 5109 W. Blue Mound Road, Calvary Cemetery, an individually designated site, for the Archdiocese of Milwaukee." welfare
7/15/2022 "Resolution relating to the appeal of Patricia Walia for property damage." law
7/15/2022 "Resolution relating to the appeal of Randa McGowan for property damage." law
7/12/2022 "An ordinance relating to city wage requirements." economy
7/12/2022 "Resolution authorizing the Department of Administration to accept and execute grant agreements with the State of Wisconsin Department of Administration for a subaward of the state’s allocation of the State and Local Fiscal Recovery Funds from the American Rescue Plan Act for a series of projects falling within the scope of the State’s Neighborhood Investment Fund Grant Program." welfare
7/12/2022 "Communication from the Milwaukee Health Department relating to the appearance of monkeypox in the City of Milwaukee." welfare
7/12/2022 "Resolution expressing the City of Milwaukee’s support for and confidence in Wisconsin’s system of nonpartisan elections." government
7/12/2022 "Resolution authorizing acceptance of an unsolicited offer to purchase from Trina Gandy for the City-owned tax deed property located at 2877 North 36th Street, in the 15th Aldermanic District." economy
7/12/2022 "Substitute resolution authorizing the return of real estate located at 1337 W Sheridan Court, in the 1st Aldermanic District to its former owner Quang Tran." infrastructure
7/12/2022 "Resolution amending Common Council File Number 212038 authorizing the Office of the City Attorney to increase the dollar amount in the contract for legal services between the City of Milwaukee and Nathan & Kamionski LLP to advise and provide counsel to the City of Milwaukee in relation to the lawsuit entitled “Hadaway v. City of Milwaukee, et. al.,” Case No. 2019-CV-01106, in the United States District Court for the Eastern District of Wisconsin." infrastructure
7/12/2022 "Resolution relating to the claim of Paul Premetz." infrastructure
7/12/2022 "Resolution relating to the claim of Steve Reupert." government
7/12/2022 "Resolution authorizing payment to Jon Riemann, C.I. File No. 1048-2021-1514." government
7/12/2022 "Resolution relating to the appeal of Paula Nelson for property damage." law
7/12/2022 "Resolution relating to the appeal of Darnell A. Hamilton for property damage." law
7/12/2022 "Resolution authorizing acceptance and expenditure of a 2021 Edward Byrne Memorial Justice Assistance (JAG) Grant." welfare
7/12/2022 "A substitute ordinance relating to the supervision and storage of firearms." law
7/12/2022 "Resolution authorizing acceptance and funding of the 2022-23 Epidemiology and Laboratory Capacity (ELC) Program - Project S: Strengthening the United States Response to Resistant Gonorrhea (SURRG) grant from the Department of Health Services." welfare
7/12/2022 "Substitute resolution relative to acceptance and funding of the 2022-23 Lab Response Network for Biological Threats (LRN-B) grant from the Wisconsin Department of Health Services." welfare
7/12/2022 "Resolution amending Common Council File Number 211193 relating to acceptance and funding of the 2022 STD Infertility grant from the Department of Health Services." welfare
7/12/2022 "Substitute resolution amending Common Council File Number 211192 relating to acceptance and funding of the 2022 HIV Partner Services grant from the Department of Health Services." welfare
7/12/2022 "Substitute resolution relative to acceptance and funding of the ELC: Strengthening HAI & AR Program (SHARP) grant from the Wisconsin Department of Health Services." welfare
7/12/2022 "An ordinance relating to regulations for the parking and operation of food trucks." welfare
7/12/2022 "Resolution approving a Small Wireless Facility Master License Agreement with Crown Castle Fiber LLC." infrastructure
7/12/2022 "Substitute resolution approving construction of nonassessable public improvements at various locations and appropriating funds for these purposes with the City construction cost estimated to be $6,001,000 for a total estimated cost of these projects being $6,708,000." infrastructure
7/12/2022 "Substitute resolution determining it necessary to make various nonassessable public improvements at various locations and appropriating funds for these purposes with the City engineering cost estimated to be $180,000 for a total estimated cost of these projects being $1,549,000." infrastructure
7/12/2022 "Resolution determining it necessary to make various assessable public improvements at various locations and appropriating funds for these purposes with the City engineering cost estimated to be $95,000 for a total estimated cost of these projects being $2,210,000." infrastructure
7/12/2022 "Substitute resolution approving levying of assessments and construction of assessable public improvement projects at various locations and appropriating funds for these purposes with the City cost of these projects approved by this resolution is estimated to be $269,495 for a total estimated cost of $673,100." infrastructure
7/12/2022 "Resolution directing the Department of City Development to develop an update to the housing element of the Citywide Policy Plan to include proposed updates to the portions of the city’s zoning code that govern residential development and authorizing a transfer of funds from the Capital Improvements-Advance Planning Fund to a subaccount for the Housing Zoning Code Update." welfare
7/12/2022 "An ordinance relating to the change in zoning from Detailed Planned Development known as John C. Cudahy YMCA Youth & Family Center to a new Detailed Planned Development known as Cudahy Farms for phased multi-family development on land located at 9050 North Swan Road, on the east side of North Swan Road, south of West Fairy Chasm Drive, in the 9th Aldermanic District." welfare
7/12/2022 "An ordinance relating to the change in zoning from Multi-Family Residential, RM3 to Multi-Family Residential, RM6, for a multi-family development on the northern portion of 2604-44 North Hackett Avenue, located on the east side of North Hackett Avenue, north of East Belleview Place, in the 3rd Aldermanic District." welfare
7/12/2022 "An ordinance relating to the change in zoning from Two-Family Residential, RT4, to Local Business, LB2, for the properties located at 2317-25 North 6th Street, and 2316-18 and 2322 North 7th Street, on the north side of West North Avenue between North 6th Street and North 7th Street, in the 6th Aldermanic District." welfare
7/12/2022 "Resolution relating to application, acceptance, and funding of the 2022-23 ReCAST grant from the U.S. Department of Health and Human Services." welfare
7/12/2022 "Resolution relating to the appeal of Matthew J. Gunderson, agent for Laketown Moving, Inc. for property damage." government
7/12/2022 "Substitute resolution relating to the gift of items of protective gear from the Milwaukee Police Department to Irpin, Ukraine, a Milwaukee sister city." law
7/12/2022 "Resolution reserving and appropriating up to $100,000 from the 2022 Common Council Contingent Fund to the 2022 Damages and Claims Fund Special Purpose Account." welfare
7/12/2022 "Resolution authorizing the Department of Public Works to file a petition to the Office of the Commissioner of Railroads for the alteration of the Soo Line Railroad Crossing at North Plankinton Avenue." infrastructure
7/12/2022 "Resolution relating to application, acceptance, and funding of the 2022-23 Congenital Disorders & Newborn Screening Grant from the State of Wisconsin - Department of Health Services." welfare
7/12/2022 "Resolution relating to application, acceptance, and funding of the 2022-23 Well Woman Program Grant from the Wisconsin Department of Health Services." welfare
7/12/2022 "A substitute ordinance relating to traffic controls." infrastructure
7/12/2022 "A substitute ordinance relating to parking controls." infrastructure
7/12/2022 "Resolution relating to acceptance and funding of a 2022 Wisconsin Department of Transportation Bureau of Transportation Safety Speed Enforcement grant." welfare
7/12/2022 "Communication from the Department of Administration - Budget and Management Analysis Division regarding vacancy requests, fund transfers and equipment requests." "foreign policy"
7/12/2022 "Communication from the Department of Employee Relations relating to classification studies scheduled for City Service Commission action." government
7/12/2022 "Communication from the Department of Employee Relations amending the Salary and Positions Ordinances relative to clerical or administrative corrections." economy
7/12/2022 "A substitute ordinance to further amend the 2022 rates of pay of offices and positions in the City Service." economy
7/12/2022 "A substitute ordinance to further amend the 2022 offices and positions in the City Service." economy
7/12/2022 "Motion relating to the recommendations of the Public Works Committee relating to licenses." government
7/12/2022 "Motion relating to the recommendations of the Licenses Committee relating to licenses." government
7/12/2022 "Communication from the Infrastructure Services Division relating to a Statement of Mid-Year Review for Financial Condition of the Sewer Maintenance Fund." infrastructure
7/12/2022 "Resolution relating to the appeal of Alfred Smith for property damage." law
7/12/2022 "Substitute resolution authorizing the return of real estate located at 1008 S 23rd Street, in the 8th Aldermanic District to its former owner Nicolas Hernandez." welfare
7/12/2022 "Motion relating to the locations of various Milwaukee County Transit System bus stops." infrastructure
7/12/2022 "Communication from the City Clerk relating to official notices and reports." government
7/12/2022 "Communication from the City Clerk relating to service of papers." government
7/12/2022 "Resolution amending Common Council File Number 210276 relating to accepting increased funding of the 2021-22 Public Health Preparedness (CDC) grant from the Wisconsin Department of Health Services." welfare
7/12/2022 "Resolution relating to the acceptance and funding of the Public Health Preparedness (CDC) Grant from the State of Wisconsin Department of Health Services." welfare
7/12/2022 "Substitute resolution relative to the allocation of year 2021 State of Wisconsin Department of Administration Community Development Block Grant Coronavirus Relief Funds from the State of Wisconsin." welfare
7/12/2022 "Resolution relating to the reallocation of Community Development Block Grant CARES Act 2 (CDBG-CV2) funding from One Hope Made Strong, Inc. to Gibraltar Development of Milwaukee Corp." welfare
7/12/2022 "Substitute resolution authorizing acceptance of additional funding of the Financial Navigators grant from the Cities for Financial Empowerment Fund, Inc." welfare
7/12/2022 "Substitute resolution relative to the allocation of the Emergency Solutions Grant-CV2 from the U. S. Department of Housing and Urban Development through the Community Development Grants Administration." welfare
7/12/2022 "Substitute resolution relating to the use and allocation of Housing Opportunities for Persons With AIDS (HOPWA) 2022 reprogramming funds." welfare
7/12/2022 "Communication from various agencies relating to the current status of the process by which licenses and permits are applied for, processed by, and received from the City." infrastructure
7/12/2022 "Resolution relating to a Certificate of Appropriateness for the installation of vinyl windows at 2857 N. Grant Boulevard, in the Grant Boulevard Historic District, for Jon Zimmerman." government
7/12/2022 "Substitute resolution expressing the City’s opposition to the Wisconsin Supreme Court ruling prohibiting early voting ballot drop boxes." government
7/12/2022 "Resolution relating to a Certificate of Appropriateness for the addition of a deck and stairs at 1307 E. Brady Street, in the Brady Street Historic District, for Jeno Cataldo." government
7/12/2022 "Resolution relating to a Certificate of Appropriateness for two signs at 133 W. Pittsburgh Avenue, in the S. 2nd Street Historic District, for Flowers for Dreams." infrastructure
7/12/2022 "Resolution relating to a Certificate of Appropriateness for rebuilding concrete stairs and repointing areas of the front façade at 3129-3131 N. Sherman Boulevard in the Sherman Boulevard Historic District for Annette Dixon." infrastructure
7/12/2022 "The Annual Meeting of the Board of City Service Commissioners under the provisions of Section 63.18 of the Wisconsin Statues, which states:

""The Commissioner shall, at a meeting in July of each year, elect one member to act as the President and one member to act as Vice President, each for a term of one year and until a successor is duly elected.""
a.)  Election of President
b.)  Election of Vice President" infrastructure
7/12/2022 "Communication from the Department of Administration, Office of African American Affairs to exempt two (2) positions of Grant Monitor, pay range 2GX." welfare
7/8/2022 "Communication from the Department of Public Works, Operations Division, to extend the temporary appointments for seventeen (17) City Laborers: Joshua Edwards, Kody Konz, Jalen Taylor, Daniel Munoz Sr., Patrick Haynes, Demone White, Kenneth Hopkins, Tristan Boone, Lance Cooper, Shanton Lay, Jamonte Childs, Phillip Beal, Terence Boone, Devion Phillips, Lonnie Johnson, Morris Wilson, Terry Williams." government
7/8/2022 "Communication from the Mayor's Office to extend the temporary appointment for Kristin Urban, Chief of Staff (Interim Employee Relations Director), from July 18, 2022 and ending on September 17, 2022." infrastructure
7/8/2022 "Communication from the Mayor's Office to extend the temporary appointment for Renee Joos, Chief of Staff (Interim Employee Relations Director), from July 18, 2022 and ending on September 17, 2022." infrastructure
7/8/2022 "Communication from the Mayor's Office to extend the temporary appointment for Nicole Fleck, Chief of Staff (Interim Employee Relations Director), from July 18, 2022 and ending on September 17, 2022." infrastructure
7/8/2022 "Approval of the Board of City Service Commissioners Minutes from the regular meeting held on June 28, 2022" infrastructure
7/8/2022 "Motion acknowledging the request to change the contracting structure for Westlawn Renaissance V LLC, Westlawn Renaissance VII LLC, and Townhomes at Carver LLC from Construction Manager at Risk to General Contractor with Guaranteed Maximum Price (GMP) and that staff be directed to engage counsel to make modifications to and then utilize an A102 agreement so that the liability of Travaux, Inc. is no greater than and its other right and obligations are consistent with its standard A133 agreement previously approved by the Board." infrastructure
7/8/2022 "Resolution relating to a Certificate of Appropriateness for frosted and clear window glass at 918 Vel. R Phillips Ave, in the Milwaukee Journal Complex, for Seeds of Health." welfare
7/7/2022 "Resolution approving final certified survey maps." infrastructure
7/6/2022 "Resolution relating to a Certificate of Appropriateness for painting a wall sign on the brick of the Brady Street façade of the building 1669 N. Farwell Avenue, in the Brady Street Historic District, for Tanner Musgrove." government
7/12/2022 "Resolution approving the HaRUNbee 5K Walk/Run for Healthy Birth Outcomes as part of Bronzeville Week 2022." welfare
7/6/2022 "Communication from the City Clerk relating to various commendatory/condolatory resolutions to be acknowledged and affirmed by the Common Council." government
7/12/2022 "The Board may receive a motion to convene in closed session pursuant to Section 19.85(1)(g) Wis. Stats. to confer with a representative of legal counsel who will render oral or written advice concerning strategy to be adopted by the Board with respect to litigation in which it is or is likely to become involved. The Board may then reconvene in open session concerning any such item following the closed session, however it is expected that the Board will adjourn the meeting in the Closed Session" law
7/12/2022 "Resolution approving a Change Order to Purchase Order WGVI1213 with DJS Construction LLC  for drywall (labor only) in Blocks 12, 14, and 17 for Phase 4B Townhomes at Westlawn Gardens Phase 2, in an amount not to exceed $234,000.00 

The original contract amount was for $50,000.00. During construction, additional drywall work beyond the original scope was required with an additional amount not-to-exceed $234,000.00, resulting in a new total of $284,000.00. This now exceeds the $250,000.00 threshold requiring Board approval." infrastructure
7/5/2022 "Resolution approving an award of contract to Insulation Technologies Incorporated (Milwaukee, WI) for building exterior repairs and painting (TCP-17.1-RB) for Townhomes at Carver Park, in the amount of $981,596.81 (Official Notice 58100)" welfare
7/5/2022 "Resolution approving an increase in the Gross Maximum Price (GMP) for the Carver Park Project in an amount not-to-exceed $7.99 million

After the receipt of additional bids for this project, the amended amount of $7.4 million as per Resolution No. T263, adopted on April 14, 2022, is no longer adequate" welfare
7/5/2022 "Election of Vice Chair" government
7/5/2022 "Election of Chair" government
7/5/2022 "Resolution approving an award of contract to Division 10 Personnel Services to provide maintenance employee staffing for the Housing Authority of the City of Milwaukee for an amount approximately $440,000.00 per year.(Official Notice 58022)

This contract includes the option to be extended for four additional one-year terms upon mutual consent of both parties." welfare
7/5/2022 "Resolution approving a Change Order to Purchase Order WG120597 with Rams Contracting Ltd. for topsoil spreading for public construction phase 3 utilities at Westlawn Gardens Phase 2 in an amount not-to-exceed $299,000.00 

The original contract amount was for $40,313.00. During construction, additional topsoil spreading work beyond the original scope was required with an additional amount not-to-exceed $299,000.00, resulting in a new total of $339,313.00. This now exceeds the $250,000.00 threshold requiring Board approval." infrastructure
7/5/2022 "Resolution approving an increase in the Gross Maximum Price (GMP) for the Carver Park Project in an amount not-to-exceed $7.99 million
  
After the receipt of additional bids for this project, the amended amount of $7.4 million as per resolution R13317, adopted on April 13, 2022, is no longer adequate." welfare
7/5/2022 "Resolution relating to the Certified Local Government review of the National Register of Historic Places nomination for the Schramka Funeral at 608 - 612 E. Burleigh Street, in the 6th Aldermanic District." welfare
7/5/2022 "Resolution relating to a Certificate of Appropriateness for replacing an existing casement window with a new larger one in the kitchen at 2623 N. Terrace Ave., in the North Point North Historic District, for  Robert and Gabrielle Davidson." welfare
7/5/2022 "Performance review of Chief of Police Jeffery B. Norman" law
7/5/2022 "Communication from the City Attorney's Office regarding litigation in which the Fire and Police is and/or is likely to become involved" law
7/5/2022 "Resolution to approve the probation extension requests for 911 Telecommunicators (2)" law
7/5/2022 "Resolution to elect the Vice-Chair of the FPC Board" government
7/5/2022 "Resolution to elect the Chair of the FPC Board" government
6/28/2022 "Resolution to approve the reappointment request of former 911 Telecommunicator" law
6/30/2022 "Resolution to approve the promotion to the Crime and Intelligence Manager position" law
6/30/2022 "Resolution to approve the request to re-exempt the Crime and Intelligence Manager position" law
6/30/2022 "Resolution to approve the promotion to the Court Liaison Officer position" law
6/27/2022 "Resolution to approve the promotions to the Detective position (5)" law
6/27/2022 "Resolution to approve the promotions to the Police Sergeant position (5)" law
6/30/2022 "Resolution to approve the promotions to the Police Lieutenant position (3)" law
6/30/2022 "Resolution to approve the promotions to the Fire Lieutenant position (7)" economy
6/30/2022 "Resolution to approve the promotion to the Emergency Medical Services Education Coordinator position" welfare
6/30/2022 "Resolution to approve the promotion to the Fire Captain position" economy
6/30/2022 "Resolution to approve the request to amend FPC Rules VI, Qualifications, and XI, Appointments, to remove the citizenship requirement for the firefighter position" "foreign policy"
6/30/2022 "Resolution to approve the request to exempt the Fire Compliance Officer position" law
6/30/2022 "Resolution to approve the request to exempt the Emergency Medical Services Instructor Coordinator and Emergency Medical Services Supervisor positions" welfare
6/30/2022 "Resolution to amend MPD Standard Operating Procedure 460-Use of Force" law
6/30/2022 "Resolution to amend MPD Standard Operating Procedure 140-Juvenile Procedures, and rescind MPD Standard Operating Procedure 300- Truancy Abatement-Burglary Suppression (TABS)" welfare
6/30/2022 "Resolution to approve the request for the Police Aide recruitment, examination, and eligibility list" law
6/30/2022 "Resolution to approve the MPD-Emergency Vehicle Equipment Installer Eligibility List" infrastructure
6/30/2022 "Resolution to approve the Department of Emergency Communications Administrative Support Specialist Eligibility List" economy
6/30/2022 "Resolution to approve the Department of Emergency Communications Human Resources Assistant Eligibility List" economy
6/30/2022 "Resolution to approve the Emergency Communications Financial Services Assistant Eligibility List" economy
6/30/2022 "Resolution to approve the June 16, 2022 meeting minutes" "foreign policy"
